None,runtime,"undefined method `rss_secret' for #<Group id: 30, created_at: ""2017-01-18 14:00:16.000000000 +0000"", updated_at: ""2023-11-27 10:32:47.641705000 +0000"", title: ""backports-reviewers"", parent_id: nil, email: ""xxxxxxx@suse.com"">",missing_method,issue-15273.md
rubygem-mspec,Branching,BuildService API error: failed to branch: Title is too long (maximum is 250 characters),Validation Error,issue-15279.md
None,request#chart_build_results,"undefined method `where' for nil:NilClass
@actions.where(type: [:submit, :maintenance_incident, :maintenance_release])",nil_object_method_call,issue-15338.md
systemd,installation,"The systemd package cannot be installed because this system does not have a merged /usr.
Please install the usrmerge package to convert this system to merged-/usr.",missing_dependencies,issue-15357.md
None,Application Rendering,"# uninitialized constant Policy

      Object.const_get(camel_cased_word)
            ^^^^^^^^^^
Did you mean?  UserPolicy #",undefined_constant,issue-15358.md
qtop,Controller Processing,"undefined method `empty?' for nil:NilClass

return if result.empty?
^^^^^^^",Nil Object Method Call,issue-15404.md
scipy,package building --> trigger badhost event --> package rebuilding --> loop,"The logs show multiple 'badhost event' entries for different configurations and workers, indicating that the system flagged certain hosts as 'badhosts', leading to repeated package rebuilds.",network_issue,issue-15410.md
OpenBoard,Badge Creation,None,Bug,issue-15427.md
,,,,issue-15438.md
None,Loading large projects,None,Performance issue - CPU bound,issue-15442.md
kiwi-templates-Minimal,Creating a new image,Package has no source revision yet,Missing source revision,issue-15452.md
libarchive,Build Process,"obs does not recognize %dist . It modifies the Release field to a random value

[   88s] now finalizing build dir...

[   89s] -----------------------------------------------------------------

[   89s] I have the following modifications for libarchive.spec:

[   89s] 5c5

[   89s] < Release:        3%{?dist}

[   89s] ---

[   89s] > Release:        3.2",Configuration Issue,issue-15466.md
python-diskcache,dependency resolution,rpm conflict happened when resolving package build dependencies. OBS does not give the reason.,missing dependencies,issue-15483.md
,,,,issue-15518.md
,staging,"The color boxes appear like 'too neon'.
staging in state unacceptable go lost: black box.on black background.
staging in mode building have a quite bad contrast for the text in them.",User Interface Issues,issue-15524.md
None,during delayed_job execution,"# undefined method `commentable' for nil:NilClass

link_to_commentables_on_reportables(commentable: reportable.commentable, host: host)
                                                                 ^^^^^^^^^^^^ #",nil object access,issue-15532.md
None,during email sending process,"undefined method `name' for nil:NilClass

link_to(""#{reportable.name}"", Rails.application.routes.url_helpers.project_show_url(reportable, anchor: 'comments-list', only_path: false, host: host))",nil object access,issue-15533.md
None,Rendering,"Missing template source/verboseproductlist with {:locale=>[:en], :formats=>[:html], :variants=>[], :handlers=>[:raw, :erb, :html, :builder, :ruby, :haml]}. Searched in: * ""/srv/www/obs/api/app/views"" * ""/usr/lib64/obs-api/ruby/3.1.0/gems/view_component-3.10.0/app/views"" * ""/usr/lib64/obs-api/ruby/3.1.0/gems/kaminari-core-1.2.2/app/views""",MissingTemplate,issue-15534.md
None,Rendering,"Missing partial source/_project_issues with {:locale=>[:en], :formats=>[:html], :variants=>[], :handlers=>[:raw, :erb, :html, :builder, :ruby, :haml]}. Searched in: ""/srv/www/obs/api/app/views"", ""/usr/lib64/obs-api/ruby/3.1.0/gems/view_component-3.10.0/app/views"", ""/usr/lib64/obs-api/ruby/3.1.0/gems/kaminari-core-1.2.2/app/views""",MissingTemplate,issue-15535.md
None,Rendering,"Missing template source/productlist with {:locale=>[:en], :formats=>[:html], :variants=>[], :handlers=>[:raw, :erb, :html, :builder, :ruby, :haml]}. Searched in: ""/srv/www/obs/api/app/views"", ""/usr/lib64/obs-api/ruby/3.1.0/gems/view_component-3.10.0/app/views"", ""/usr/lib64/obs-api/ruby/3.1.0/gems/kaminari-core-1.2.2/app/views""",MissingTemplate,issue-15536.md
None,Building,unresolvable: have choice for dbus-units needed by systemd: dbus-broker-units dbus-daemon-units,Missing dependencies,issue-15556.md
None,Frontend,None,Bug,issue-15563.md
,UI Rendering/Dark Theme Application,,"Bug, Frontend, content-moderation",issue-15576.md
,,,,issue-15581.md
obs-server-2.11~alpha.20240201T172034.d6e811e0b-150500.16460.2.noarch,database migration,Update of the database fails. Mysql2::Error: Duplicate column name 'diff_ref',duplicate column name,issue-15583.md
,,,,issue-15608.md
,Package Downloading,All packages downloaded are with architecture x86_64 instead of s390x.,Incompatible Architecture,issue-15624.md
,,,,issue-15625.md
None,None,None,None,issue-15637.md
None,Undefined variable or method error during processing of source attribute show action,"# undefined local variable or method `project' for #<Project id: 1031013, name: ""SUSE:SLE-15-SP5:GA"", ...>",undefined_method_or_variable,issue-15663.md
None,Undefined variable or method,"# undefined local variable or method `project' for #<Project id: 1031013, name: ""SUSE:SLE-15-SP5:GA""... Did you mean?  project_state #",Runtime Error,issue-15664.md
None,database_query,Mysql2::Error: Unknown column 'projects.name' in 'where clause',database_issue,issue-15665.md
None,Rendering,undefined local variable or method `displayed_user' for #<ActionView::Base:0x00000000057328>,Undefined Variable,issue-15666.md
None,notifications#update,# undefined local variable or method `current_user' for #<ActionView::Base:0x0000000003c168>,undefined_method_or_variable,issue-15691.md
None,Input Handling,"Syntax error reported in the JavaScript console when a `""` is entered into the project title, preventing the `Update` button from functioning.",User Interface Bug,issue-15694.md
python-docutils,Frontend,None,Bug,issue-15695.md
,,,,issue-15696.md
mail-2.7.1,Encoding Negotiation,invalid byte sequence in UTF-8,Encoding Error,issue-15700.md
home:dheidler/thefuck,submission,Unable to submit: The source of package home:dheidler/thefuck is broken,Nonexistent target project,issue-15709.md
,,,,issue-15710.md
,OBS comment rendering,"The OBS comments contain redundant information and are almost unreadable. Duplication of user info, triplicated request ID, and missing newlines.","Bug, Frontend",issue-15719.md
obs-api,Update,warning: file /srv/www/obs/api/public/assets/.sprockets-manifest-069b2d9ede9df43699579bf2b5018c28.json: remove failed: No such file or directory,File Removal Failure,issue-15721.md
"obs-common, obs-bundled-gems, system-user-obsservicerun, obs-tests-appliance, system-user-obsrun, obs-signd, obs-worker, obs-api, obs-server, obs-api-deps, obs-cloud-uploader",frontend,None,visual_issue,issue-15723.md
,,,,issue-15728.md
None,Request Processing,Invalid path parameters: Invalid encoding for parameter: devel:languages:php:php53++[+���������+],Invalid Input,issue-15745.md
None,rendering,undefined method `id' for nil:NilClass,nil_reference_error,issue-15748.md
unbound,Loading package information or checking package integrity,Can't load rpmlint_log from 15.4,Missing or inaccessible log file,issue-15768.md
,branch_update,"OBS does not update the <scmsync> elements in the branched project after the pull request has been updated, leading to build failures.",ConfigurationIssue,issue-15770.md
obs,web_interface_access,None,network_or_configuration_issue,issue-15783.md
hello_world,package page access,Bad Request,None,issue-15795.md
None,runtime,"# undefined method `body' for nil:NilClass

    Airbrake.notify(e, event_id: event.id, email_body: email.body)
                                                        ^^^^^",nil_reference_error,issue-15833.md
qt6-webchannel,routing,"No route matches {:action=>""show"", :controller=>""webui/packages/files"", :expand=>1, :filename=>""qtwebchannel-everywhere-src-6.6.2.tar.xz/.QT-ENTERPRISE-LICENSE-AGREEMENT"", :format=>""html"", :id=>""3123440"", :number=>""1157849"", :package=>""qt6-webchannel"", :package_name=>""qt6-webchannel"", :project=>""KDE:Qt6"", :project_name=>""KDE:Qt6"", :rev=>""36e1aa971aabd612cf971d9ed98ebcc1""}, possible unmatched constraints: [:filename]",Routing Error,issue-15834.md
None,request#show,# undefined method `user_with_realname_and_icon' for #<BsRequestActionDescriptionComponent:0x00007f6181649170 ...,undefined_method,issue-15848.md
None,runtime,"# undefined method `disabled_for?&#39; for nil:NilClass

Project.unscoped.find_by(name: payload[&#39;project&#39;]).disabled_for?(&#39;access&#39;, nil, nil)
                                                    ^^^^^^^^^^^^^^",nil_object_method_call,issue-15855.md
postgis,URL generation for file access,"The link to the file does not contain the required 'rev' parameter, leading to incorrect URL formation. For example, the expected URL is https://build.opensuse.org/projects/Application:Geo/packages/postgis/files/patch-tests-results.patch?expand=1&rev=96, but the actual URL is https://build.opensuse.org/projects/Application:Geo/packages/postgis/files/patch-tests-results.patch?expand=1.","Bug, Frontend",issue-15857.md
package,request_processing,param is missing or the value is empty: package,missing_required_parameter,issue-15861.md
"latte-dock, plasma6-workspace-devel",installation/update,"Dependency resolution failed: the installed latte-dock-20230312.git.a0a4911-696.15.x86_64 requires 'qt5qmlimport(org.kde.plasma.private.taskmanager.0) >= 1', but this requirement cannot be provided
the installed latte-dock-20230312.git.a0a4911-696.15.x86_64 requires 'qt5qmlimport(org.kde.plasma.private.volume.0) >= 1', but this requirement cannot be provided
the to be installed plasma6-workspace-devel-6.0.2-2.1.x86_64 requires 'cmake(Plasma) >= 6.0.2', but this requirement cannot be provided",missing dependencies,issue-15866.md
None,request#changes,"# undefined method `bs_request_actions' for ""1160776"":String

    other_bs_request.bs_request_actions.find do |other_bs_request_action|
                    ^^^^^^^^^^^^^^^^^^^",MethodMissingError,issue-15870.md
None,runtime,"# undefined method `[]' for nil:NilClass

    map { |element| element[key] }
                           ^^^^^ #

... (backtrace details here) ...",nil_reference_error,issue-15896.md
jpilot,package#rpmlint_log,[invalid byte sequence in UTF-8],Invalid Encoding,issue-15905.md
,,,,issue-15963.md
,,,,issue-15967.md
,,,,issue-15971.md
SIGNAL Desktop 7.5.0,Proxy Configuration,The application is not attempting to connect through the proxy. QR cannot be loaded.,Proxy Settings Ignored,issue-16026.md
None,Controller Processing,"The request with an unknown parameter 'withfilelist' caused a 400 status code. The backtrace indicates that the issue occurred in the fileinfo_ext method of app/lib/backend/api/build_results/binaries.rb, which was called from the filelist action in app/controllers/webui/packages/binaries_controller.rb.",Invalid Request Parameters,issue-16041.md
,,,,issue-16043.md
,,,,issue-16049.md
None,runtime,"undefined method `where' for nil:NilClass
    @action = @actions.where(id: params['id'].to_i).first
                      ^^^^^^",nil_reference_error,issue-16054.md
None,reports#show,"undefined method `downcase' for nil:NilClass

return ""The reported #{reportable_type.downcase} does not exist anymore."" if reportable.blank?",RuntimeError,issue-16062.md
test,rpmlint_log,param is missing or the value is empty: architecture,missing_dependencies,issue-16070.md
,request#show,"# undefined method `managers_group' for nil:NilClass

return 'staged request' if review.for_group? && request.staged_request? && review.by_group == request.staging_project.staging_workflow.managers_group.title
                                                                                                                                            ^^^^^^^^^^^^^^^",nil object method call,issue-16090.md
,,,,issue-16105.md
open-build-service,rake docker:build,"fails because, in the `frontend` container, the `rake dev:bootstrap RAILS_ENV=development` command that issued via docker compose expects to write a file in `config/database.yml` copied from the homonymous (with `.example` suffix) without the sufficient access rights to create the file.",insufficient_access_rights,issue-16114.md
ungoogled-chromium,GPG Key Expired,The following signatures were invalid: EXPKEYSIG 02456C79B2FD48BF home:ungoogled_chromium OBS Project <home:ungoogled_chromium@build.opensuse.org>,GPG Key Issue,issue-16121.md
,Project Deletion,Redirect loop observed when refreshing the page after deleting a project branch using `osc rdelete` command.,"Bug, Frontend",issue-16138.md
,,,,issue-16180.md
None,Frontend,not a number: '-74',Bug,issue-16184.md
containerd,Configuration/Mirroring,"The call above always returns a `400 Bad Request`. Note the `ns=registry.suse.com` parameter, this is the offending part.",Incompatible API/Feature,issue-16186.md
None,Controller Processing,"Requiring user, but found nobody
Backtrace includes issues in session!, require_staff method, and callbacks related to user requirement.",User Authentication Failure,issue-16187.md
Leap-release,Build Failure,None,HTTP 500 Error,issue-16193.md
VirtualBox,Opening the virtual machine,"Failed to open virtual machine located in /home/sarah/Downloads/obs-server.x86_64-vdi.vdi. StartTag: invalid element name. Location: '/home/sarah/Downloads/obs-server.x86_64-vdi.vdi', line 1 (0), column 2. /home/abuild/rpmbuild/BUILD/VirtualBox-7.0.18/src/VBox/Main/src-server/MachineImpl.cpp[719] (nsresult Machine::initFromSettings(VirtualBox*, const com::Utf8Str&, const com::Guid*, const com::Utf8Str&)). Result Code: NS_ERROR_FAILURE (0X80004005) Component: MachineWrap Interface: IMachine {300763af-5d6b-46e6-aa96-273eac15538a} Callee: IVirtualBox {7682d5eb-f00e-44f1-8ca2-99d08b1cd607}",Incompatible file format or corrupted data,issue-16195.md
"libqt6svg6, libqt6svg6-dev, qt6-tools-dev-tools",Build Stage,"Project WARNING: QwtSvg is enabled in qwtconfig.pri, but Qt has not been built with svg support
Project WARNING: QwtOpenGL is enabled in qwtconfig.pri, but Qt has not been built with opengl support
Project ERROR: Unknown module(s) in QT: core gui openglwidgets printsupport concurrent opengl",Missing Dependencies,issue-16196.md
None,runtime,# undefined local variable or method `subscriptions_form' for #<ActionView::Base:0x0000000005f3c0>,undefined_variable_or_method,issue-16198.md
None,notifications#index,"Current page was incalculable. Perhaps you called .per(0)?
54:  /GEM_ROOT/gems/kaminari-core-1.2.2/lib/kaminari/models/page_scope_methods.rb -> **rescue in current_page**
47:  /GEM_ROOT/gems/kaminari-core-1.2.2/lib/kaminari/models/page_scope_methods.rb -> **current_page**
88:  /GEM_ROOT/gems/kaminari-core-1.2.2/lib/kaminari/models/page_scope_methods.rb -> **out_of_range?**
98:  app/controllers/webui/users/notifications_controller.rb -> **paginate_notifications**",Bug,issue-16206.md
None,runtime,"undefined method `is_deleted?' for nil:NilClass

      Rails.application.routes.url_helpers.user_path(@notification.accused, notification_id: @notification.id) if !@notification.accused.is_deleted? || @current_user.is_admin?",nil_object_method_call,issue-16207.md
,Rendering,"undefined local variable or method `project' for #<Project id: 110, name: ""openSUSE:Factory"", ...>",Undefined Variable,issue-16210.md
None,None,None,None,issue-16224.md
webui/package,Index Action,Unknown column. Check that `data` field is filled on JS side with the column name,Data Integrity,issue-16248.md
fastfetch,Initialization,[EscapeCode::SgrCommand.new(SgrCommand::RESET)]\n                                      ^^^^^^^^^^ #,UndefinedConstant,issue-16253.md
None,notifications#index,"# undefined method `token' for nil:NilClass

      Rails.application.routes.url_helpers.token_workflow_run_path(@notification.notifiable.token, @notification.notifiable)",nil_reference_error,issue-16254.md
None,runtime,"undefined method `to_i' for #<ActionController::Parameters {""$testing""=>""1""} permitted: false>",type_error,issue-16255.md
None,runtime,"undefined method `to_i' for [""1""]:Array
Did you mean?  to_s
           to_a
           to_h",type_error,issue-16256.md
None,runtime,can't quote ActionController::Parameters in the context of a database query or similar operation.,bug,issue-16264.md
mingw32-cross-gcc-c++-13.2.0-lp155.39.1.x86_64.rpm,Opening the page with package details,DataTables warning: table id=filelist-table - Ajax error.,Ajax Error,issue-16271.md
,,,,issue-16278.md
None,UI Display,None,"Bug, Frontend, Notifications",issue-16325.md
,Deletion Process,HTTP Error 403: Forbidden,Permission Denied,issue-16328.md
,Notifications Access,The server returns 500.,Server Error,issue-16360.md
None,notifications#index,"# undefined method `truncate&#39; for nil:NilClass

    text.truncate(truncation_index)
        ^^^^^^^^^",RuntimeError,issue-16361.md
None,package#index,can't quote ActionController::Parameters,Bug,issue-16379.md
fluidsynth,build_log#update_build_log,invalid byte sequence in UTF-8,Encoding Error,issue-16411.md
None,Rendering,# undefined local variable or method `details' for #<ActionView::Base:0x0000000005a0f0>,Undefined variable/method,issue-16414.md
openSUSE open-build-service,Rendering,missing keyword: :token_id,Missing Parameter,issue-16420.md
devel:languages:python/python-sentry-sdk,Frontend,undefined method `zero?' for nil:NilClass,Runtime Error,issue-16433.md
None,update,"undefined method `value' for nil:NilClass
raise InvalidParameterError, 'group name from path and xml mismatch' unless group.title == xmlhash.value('title')",RuntimeError,issue-16434.md
None,Rendering Template,"Missing template source/productlist with {:locale=>[:en], :formats=>[:json], :variants=>[], :handlers=>[:raw, :erb, :html, :builder, :ruby, :haml]}. Searched in: * ""/srv/www/obs/api/app/views"" * ""/usr/lib64/obs-api/ruby/3.1.0/gems/view_component-3.12.1/app/views"" * ""/usr/lib64/obs-api/ruby/3.1.0/gems/kaminari-core-1.2.2/app/views""",Missing Template,issue-16465.md
obs-api,Deployment and Startup,"*** ERROR: cannot execute ps: No such file or directory (errno=2)
[ E 2024-07-10 07:26:29.3620 3524/Tf age/Cor/App/Implementation.cpp:221 ]: Could not spawn process for application /srv/www/obs/api: An internal error occurred while processing a response from the preloader process: The 'ps' command failed
  Error ID: b9934707
  Error details saved to: /var/run/passenger/passenger-error-JbVrSH.html

[ E 2024-07-10 07:26:29.3651 3524/T3 age/Cor/Con/CheckoutSession.cpp:283 ]: [Client 1-1] Cannot checkout session because a spawning error occurred. The identifier of the error is b9934707. Please see earlier logs for details about the error.
[Wed Jul 10 07:28:13.155225 2024] [mpm_prefork:notice] [pid 3461] AH00171: Graceful restart requested, doing restart",Missing Dependencies,issue-16474.md
None,notifications#index,"# undefined method `index' for nil:NilClass

    first_new_line_index = text.index(""\n"")
                               ^^^^^^ #",nil_reference_error,issue-16491.md
None,runtime,"undefined method `truncate' for nil:NilClass
    text.truncate(truncation_index)
        ^^^^^^^^^",nil_object_method_call,issue-16492.md
obs-server-2.11~alpha.20240712T172942.7fede172-150600.17135.1.noarch,Enabling/disabling architectures,404 error observed when trying to enable or disable any individual architecture,Bug,issue-16497.md
"agama-installer-openSUSE, Leap",Release process,"Server returned an error: HTTP Error 500: Internal Server Error
Request: https://api.opensuse.org/source/openSUSE:Leap:16.0:Images/agama-installer-openSUSE?cmd=release&repository=images&target_project=openSUSE%3ALeap%3A16.0%3AImages%3AToTest&target_repository=images
Headers:
Date: Mon, 15 Jul 2024 10:13:51 GMT
Server: Apache/2.4.51 (Linux/SUSE)
Strict-Transport-Security: max-age=31536000
x-request-id: cbee2ab9-3139-4e33-ad70-1f51cefdefcd
x-runtime: 0.045650
x-powered-by: Phusion Passenger(R)
content-length: 131
status: 500 Internal Server Error
content-type: application/xml; charset=utf-8
Connection: close",Internal Server Error,issue-16499.md
hplip,Rendering of patches in OBS Web UI,Lines starting with '+' are rendered incorrectly.,UI Rendering Issue,issue-16503.md
agama-installer-openSUSE,release,undefined method `project' for nil:NilClass,missing_dependencies_or_nil_object_access,issue-16505.md
crowdsec,Build,error: line 3: Illegal char '-' (0x2d) in: Version: 1.6.3-rc1,Illegal character in version string,issue-16511.md
None,URL access,404 - page not found,Broken Link,issue-16533.md
open-build-service,Rendering,undefined method `zero?' for nil:NilClass,Runtime Error,issue-16541.md
None,notifications#index,"# undefined method `new' for nil:NilClass

    notifiable_class.new(attributes)
                    ^^^^ #",nil_reference_error,issue-16542.md
None,request#show,"# uninitialized constant Webui::NotificationsHandler::NotificationPolicy

    return unless NotificationPolicy.new(User.session, current_notification).update?
                  ^^^^^^^^^^^^^^^^^^
Did you mean?  NotificationProject
               NotificationService
               Webui::NotificationHelper",undefined_constant,issue-16551.md
None,Runtime,"undefined method `link_path' for #<Notification id: 49051556, event_type: ""Event::RelationshipCreate"", ...>",Undefined Method,issue-16553.md
spacecmd,RPM Lint tab check,The rpmlint log shows the content of the build log instead of rpmlint logs for non-SUSE OSs.,IncorrectLogContent,issue-16555.md
None,runtime,undefined method `status' for nil:NilClass,nil_reference_error,issue-16582.md
,,,,issue-16587.md
None,runtime,undefined method `include?' for nil:NilClass,nil_reference_error,issue-16592.md
,,,,issue-16609.md
None,search#index,"Record IDs found by Sphinx but not by ActiveRecord : 7391247, 7379016, 7363110, 7347339, 7322009, 7322021, 7322027, 7322036, 7321979, 7321985, 7321991, 7321997, 7322003, 7253438, 7251590, 7251158, 7251104, 7246570, 7242436",data_discrepancy,issue-16618.md
helm,package#save_meta,value of develpackage has to be a existing package (package '15.4' does not exist),missing dependencies,issue-16621.md
None,Create or Update User Project,"The server responded with a 400 Bad Request due to 'packet too big'. This occurred during an attempt to create or update a user's home project. The backtrace indicates that the issue originated from handling the response in the connection, specifically when trying to put or post data related to the project.","Network Error, Data Size Exceeded",issue-16624.md
None,Controller Processing,"# undefined method `where' for nil:NilClass

    @action = @actions.where(id: params['id'].to_i).first
                      ^^^^^^",nil_object_method_call,issue-16636.md
,Accepting request on the web interface,,HTTP 404 Not Found,issue-16670.md
cockpit,files#show,undefined method `file_exists?' for nil:NilClass,Method Error,issue-16686.md
None,POST request failure,"504 Gateway Time-out
&lt;!DOCTYPE html&gt;
...
",Network Issue,issue-16691.md
None,Application Logic,"undefined method `where' for nil:NilClass

@relation.where(""bs_requests.id IN (#{query})"")

^^^^^",Runtime Error,issue-16692.md
obs-server-2.11~alpha.20240717T133612.5d1eecb47-150600.17151.1.noarch,Frontend Configuration Display,None,Bug,issue-16717.md
data_migrate,dependency_resolution,"Could not find gems matching 'data_migrate (~> 9.0)' valid for all resolution platforms (ruby, x86_64-linux) in rubygems repository https://rubygems.org/ or installed locally.",missing_dependencies,issue-16730.md
data_migrate,dependency_resolution,"Could not find gems matching 'data_migrate (~> 9.0)' valid for all resolution platforms (ruby, x86_64-linux) in rubygems repository https://rubygems.org/ or installed locally.",missing_dependencies,issue-16731.md
None,notifications#index,"undefined method `user' for nil:NilClass

    accused = @notification.notifiable.reportable.user
                                                 ^^^^^",nil_object_error,issue-16732.md
None,notifications#index,"undefined method `user' for nil:NilClass

    accused = @notification.notifiable.reportable.user",nil_object_access,issue-16733.md
kamerka,Notification System Error,"nilxam reported receiving a notification that his account was added as a maintainer for the package, but the actual package maintainer status was not updated.",Notification System Issue,issue-16789.md
,Creating SR via web interface,Superseding failed: Supersed a request requires a 'superseded_by' parameter with the request id.,Bug,issue-16832.md
libisoburn,Routing Error,"No route matches {:action=>""show"", :arch=>""x86_64"", :controller=>""webui/package"", :format=>""html"", :package=>nil, :project=>#<Project id: 1053614, name: ""isv:Rancher:Elemental:Dev"", ...>, :repository=>""standardALP""}, possible unmatched constraints: [:package]",Routing Issue,issue-16855.md
,,,,issue-16867.md
None,Rendering,"undefined method `project_labels' for #<ActionView::Base:0x00000000038f90>
Did you mean?  project_for_labels #",MethodMissing,issue-16874.md
None,labels#update,param is missing or the value is empty: labels,missing_required_parameter,issue-16875.md
None,Initialization or Parsing,"undefined method `classify' for nil:NilClass
    ""BsRequestAction#{type_name.classify}"".constantize
                               ^^^^^^^^^",Invalid Method Call on Nil Object,issue-16885.md
,,,,issue-16888.md
k9s,build_reason#index,"# undefined method `last_build_reason&#39; for nil:NilClass

        @details = @package.last_build_reason(@repository, @architecture.name, @package_name)
                           ^^^^^^^^^^^^^^^^^^",missing_method_or_attribute,issue-16901.md
obs-service-replace_using_package_version,runtime,"undefined method `users' for nil:NilClass
    @users = [@project.users, @package.users].flatten.uniq
                                      ^^^^^^",nil_reference_error,issue-16907.md
keepassxc,BUILD_FAIL,Mysql2::Error::ConnectionError: Can't connect to MySQL server on 'src-opensuse.suse.de' (115),database_connection_error,issue-16953.md
leap_mozbuild,container-build,"blocked: waiting for dod resources to appear: container:opensuse/distrobox-leap:latest

expand args: container:opensuse/distrobox-leap:latest

--- now doing normal dependencies

added container:opensuse-distrobox-leap-latest@home:MSirringhaus:containers/openSUSE_Leap15_6_containerfile because of (direct):container:opensuse/distrobox-leap:latest",missing_dependencies,issue-16991.md
openSUSE/open-build-service,request#request_action_changes,"undefined method `start_with?' for nil:NilClass
    return false unless line.start_with?('<')",Runtime Error,issue-16997.md
None,request#request_action_changes,"undefined method `start_with?' for nil:NilClass

return false unless line.start_with?('&lt;')
                        ^^^^^^^^^^^^
",runtime error,issue-17004.md
swag,Updating PackageIssue,"Failed to update PackageIssue : retries left: 9, package: #<Package id: 10810702, project_id: 1335721, name: ""swag"", ...>, Mysql2::Error: Deadlock found when trying to get lock; try restarting transaction",Database Error,issue-17013.md
None,HTTP request failed during job execution,"HTTP-Error: 503 Service Unavailable
Backtrace includes failure at /GEM_ROOT/gems/xmlrpc-0.3.3/lib/xmlrpc/client.rb -> do_rpc and subsequent calls leading to issue tracker update failure.",network_issue,issue-17014.md
libburn,job_history#index,"undefined method `is_link?' for nil:NilClass

        @is_link = @package.is_link? || @package.is_local_link?
                           ^^^^^^^^^",nil_reference_error,issue-17015.md
None,comments#destroy,undefined local variable or method `source_rev' for #<ActionView::Base:0x00000000039918>,RuntimeError,issue-17016.md
cloud-init,package#show,deadlock; recursive locking,Deadlock,issue-17035.md
build-iso-image,repositories#index,"No route matches {:action=>""show"", :controller=>""webui/package"", :format=>""html"", :package=>nil, :project=>...}",routing_issue,issue-17039.md
,,,,issue-17059.md
groff-base,publishing,unresolvable preinstalls: have choice for libstdc++.so.6()(64bit) needed by groff-base: gcc-13.2.0-SLES-15 libstdc++,missing dependencies,issue-17065.md
,,,,issue-17076.md
,,,,issue-17092.md
,Frontend,"Requests in staging project no longer shown
no requests available
Then the requests link is followed a lot of unrelated requests are shown.
When the filter is altered by selecting requests in state 'review' the two relevant requests are shown in https://build.opensuse.org/project/show/openSUSE:Factory:Staging:N
de-selecting that again the view remains with the two relevant requests.
Unfortunately, the initial view is still not correct.",UI Bug,issue-17096.md
,,,,issue-17126.md
open-build-service,runtime,undefined method `zero?' for nil:NilClass,nil_object_method_call,issue-17171.md
None,runtime,"undefined method `user_has_role?' for nil:NilClass
projects.any? { |project| Project.find_by_name(project).user_has_role?(User.possibly_nobody, maintainer_role) }",nil_reference_error,issue-17176.md
None,requests_listing#index,"# undefined method `intersection' for ""new or review"":String

    @filter_state = @filter_state.intersection(BsRequest::VALID_REQUEST_STATES.map(&:to_s))
                                 ^^^^^^^^^^^^^",Runtime Error,issue-17177.md
None,rendering,"# undefined local variable or method `requests_path' for #<ActionView::Base:0x00000000049f20>
Did you mean?  request_path
               request_show_path
               my_requests_path",undefined_method_or_variable,issue-17182.md
openSUSE open-build-service,Listing Requests,DataTables warning: table id=all_requests_table - Ajax error.,Frontend,issue-17271.md
_pattern,runtime,"# undefined method `project' for nil:NilClass

Backend::Connection.post ""/source/#{@package.project.name}/#{@package.name}?cmd=linktobranch&user=#{CGI.escape(params[:user])}#{rev}#{linkrev}""",nil_reference_error,issue-17305.md
,,,,issue-17318.md
None,validation,"raise ActiveModel::MissingAttributeError, &quot;can&#39;t write unknown attribute `#{name}`&quot;",missing_attributes,issue-17321.md
None,Attribute Writing,"raise ActiveModel::MissingAttributeError, &quot;can&#39;t write unknown attribute `#{name}`&quot;",missing attributes,issue-17322.md
mysql2,database_operation,Mysql2::Error::TimeoutError: Lock wait timeout exceeded; try restarting transaction,database_timeout,issue-17339.md
"data_migrate-11.2.0, activerecord-7.0.8.1, mysql2-0.5.6",database migration,Mysql2::Error: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'WHERE bs_request_actions.target_project_id IS NOT NULL AND projects.id IS NULL...',SQL syntax error,issue-17354.md
bunny-2.23.0,send_frameset,"Trying to send frame through a closed connection. Frame is [#<AMQ::Protocol::MethodFrame:0x00007fb2c0b58b80 @payload=""\x00<\x00(\x00\x00\x06pubsub\x14opensuse.obs.metrics\x00"", @channel=1>, #<AMQ::Protocol::HeaderFrame:0x00007fb2c0b582e8 @payload=""\x00<\x00\x00\x00\x00\x00\x00\x00\x00\x00\x81\x98\x00\x18application/octet-stream\x02\x00"", @channel=1>, #<AMQ::Protocol::BodyFrame:0x00007fb2c0b58248 @payload=""build,namespace=home,worker=i02-ch1a:9,arch=x86_64,reason=meta_change,state=success,buildtype=arch duration=72,latency=8,total=80"", @channel=1>]",Connection Error,issue-17409.md
kiwi-image,SCM integration / Webhook Trigger,"No service failure. The corresponding workflow run succeeded, but no remote source service run happened.",Integration Issue,issue-17425.md
,,,,issue-17452.md
home:uncomfyhalomacro:branches:X11:Wayland,labels#update,param is missing or the value is empty: labels,missing_required_parameter,issue-17503.md
olh-autoinst,concurrent service runs,"Both services tried to write to the same git repository at the same time without proper locking mechanisms, leading to potential conflicts.",race condition,issue-17505.md
,,,,issue-17527.md
"octokit, faraday, sawyer, activejob, activerecord, activesupport, delayed_job, airbrake, daemons",during API request to create status on GitHub,"# undefined method `map' for ""Validation failed: This SHA and context has reached the maximum number of statuses."":String

      summary << data[:errors].map do |error|
                              ^^^^
Did you mean?  tap","runtime error, method_missing",issue-17535.md
